year,selling_price,km_driven,fuel,transmission,owner,engine,max_power
2007,325000,70000,2,1,1,2354.0,152.0
2017,385000,30000,2,2,0,1198.0,67.06
2016,300000,40000,2,2,0,1198.0,82.0
2012,335000,135000,1,2,0,1396.0,88.76
2014,300000,35000,2,2,0,998.0,67.04
2012,400000,120000,1,2,0,2523.0,62.1
2012,168000,190000,1,2,1,1396.0,69.0
2016,550000,120000,1,2,0,2523.0,62.1
2012,300000,120000,1,2,1,1458.625015808777,91.51791898382203
2011,320000,175000,1,2,2,2523.0,63.0
2011,320000,175000,1,2,2,2523.0,63.0
2011,350000,25000,2,2,1,1498.0,97.7
2013,280000,80000,1,2,0,1248.0,88.76
2017,550000,70000,1,2,1,1120.0,71.0
2018,500000,10000,2,2,0,1197.0,81.86
2019,700000,6000,2,2,0,1194.0,94.68
2013,380000,90000,1,2,1,1598.0,103.5
2012,340000,110000,1,2,1,2523.0,63.0
2007,160000,120000,1,2,2,2523.0,63.0
2014,750000,50000,1,2,0,2494.0,100.6
2018,531000,20000,2,1,0,1197.0,81.86
2017,300000,35000,2,2,0,999.0,67.0
2014,350000,60000,1,2,1,1498.0,88.8
2010,150000,68000,2,2,2,1199.0,79.4
2015,450000,30000,2,2,0,1197.0,81.8
2006,140000,65000,2,2,2,1458.625015808777,91.51791898382203
2006,85000,120000,1,2,2,1405.0,68.0
2018,450000,30000,2,2,0,1197.0,81.86
2011,170000,55113,2,2,0,1458.625015808777,91.51791898382203
2017,360000,50000,1,2,0,1047.0,69.0
2020,390000,6000,2,2,0,998.0,67.05
2011,145000,50000,2,2,1,1196.0,73.0
2012,540000,90000,1,2,2,2179.0,120.0
2008,290000,126000,1,2,2,2494.0,102.0
2013,300000,90000,1,2,0,1396.0,69.0
2017,565000,80000,2,2,0,1196.0,86.8
2011,441000,70000,1,2,1,2609.0,120.0
2011,180000,80000,2,2,1,814.0,55.2
2013,200000,80000,2,2,1,814.0,55.2
2006,67500,110000,1,2,2,1396.0,52.8
2016,700000,110000,1,2,1,1248.0,88.5
2010,275000,80000,1,2,2,1199.0,73.9
2019,600000,20000,2,2,0,1197.0,81.86
2011,250000,120000,1,2,0,2489.0,95.0
2016,600000,120000,1,2,0,2523.0,63.0
2010,200000,80000,1,2,1,1248.0,91.2
2015,425000,91500,1,2,1,1120.0,70.0
2012,420000,120000,1,2,1,1248.0,73.9
2012,321000,100000,1,2,1,1396.0,90.0
2012,350000,120000,1,2,2,2498.0,112.0
2017,490000,80000,2,2,0,1198.0,86.7
2015,680000,90000,1,2,0,2523.0,75.0
2016,298000,70000,2,2,0,998.0,67.05
2011,450000,150000,1,2,2,2179.0,115.0
2010,400000,60000,2,1,1,1458.625015808777,91.51791898382203
2012,250000,40000,1,2,0,1248.0,74.0
2017,500000,20000,2,2,0,1197.0,82.0
2019,681000,10000,2,2,0,1194.0,94.68
2014,650000,90000,1,2,1,2179.0,140.0
2008,80000,70000,2,2,1,1150.0,74.9
2009,290000,120000,1,2,0,2523.0,63.0
2006,220000,120000,1,2,1,2179.0,120.0
2009,120000,90000,2,2,1,1086.0,62.0
2017,229999,80000,2,2,0,799.0,53.0
2014,500000,45000,2,2,0,1197.0,85.8
2013,175000,120000,1,2,0,1396.0,69.0
2019,720000,10000,2,2,0,1194.0,94.68
2012,100000,51000,2,2,0,796.0,37.0
2009,250000,105000,2,1,1,1799.0,130.0
2014,810000,100000,1,2,0,2179.0,140.0
2010,165000,30000,2,2,2,796.0,46.3
2016,409999,60000,1,2,1,1994.0,105.3
2013,430000,86000,1,2,1,1248.0,74.0
2015,300000,15000,2,2,0,1198.0,67.0
2011,350000,137500,1,2,2,1248.0,73.9
2018,400000,60000,2,2,0,999.0,67.0
2016,420000,70000,1,2,0,1248.0,73.74
2015,430000,5000,2,2,0,998.0,67.04
2017,573000,30000,2,2,0,1197.0,81.8
2015,210000,40000,2,2,0,814.0,55.2
2015,600000,60000,1,2,0,1461.0,108.45
2008,150000,70000,2,2,2,1497.0,78.0
2019,550000,15000,2,2,0,1199.0,84.0
2011,320000,110000,1,2,1,1248.0,73.9
2019,800000,10000,1,2,0,1498.0,98.63
2013,500000,60000,2,2,0,1373.0,93.7
2011,229999,110000,1,2,1,1248.0,90.0
2013,500000,60000,2,2,0,1373.0,93.7
2015,630000,35000,2,2,0,1197.0,81.83
2016,190000,70000,2,2,1,796.0,34.2
2011,229999,110000,1,2,1,1248.0,90.0
2011,450000,100000,1,2,1,2523.0,63.0
2008,95000,120000,2,2,0,796.0,46.3
2009,101000,90000,2,2,2,796.0,35.0
2016,500000,70000,1,2,1,1498.0,98.6
2012,244000,38000,2,2,0,814.0,55.2
2013,250000,90000,2,2,1,998.0,67.04
2016,660000,60000,2,2,0,1197.0,83.1
2010,270000,60000,2,2,0,1197.0,80.0
2012,280000,156060,1,2,0,1248.0,73.94
2017,1050000,60000,1,2,0,1582.0,126.2
2017,525000,70000,2,2,0,1197.0,83.14
2017,850000,35000,1,2,0,1582.0,126.2
2012,345000,50000,2,2,1,1197.0,85.8
2007,95000,100000,2,2,1,1086.0,63.0
2015,241000,15000,2,2,0,796.0,47.3
2015,235000,20000,2,2,0,796.0,47.3
2015,615000,80000,1,2,0,1498.0,98.59
2014,350000,110000,1,2,1,1461.0,64.1
2014,350000,35000,2,2,0,998.0,67.04
2014,380000,35000,2,2,0,998.0,67.04
2017,400000,140000,1,2,0,2956.0,69.01
2010,220000,40000,2,2,0,998.0,67.1
2008,270000,110000,1,2,2,2179.0,120.0
2012,275000,70000,2,2,1,1197.0,85.8
2009,125000,100000,1,2,1,1405.0,71.0
2015,360000,20000,2,2,0,1086.0,68.05
2019,550000,15000,2,2,0,1197.0,81.86
2011,200000,70000,2,2,1,1388.0,68.0
2016,327000,20000,2,2,0,1198.0,82.0
2016,425000,15000,2,2,0,1086.0,68.05
2017,620000,107000,1,2,0,1248.0,74.02
2011,130000,54000,1,2,1,1248.0,75.0
2009,120000,58000,2,2,0,796.0,46.3
2011,400000,110000,1,2,1,2179.0,120.0
2007,185000,90000,1,2,2,1493.0,110.0
2015,204999,43000,2,2,1,998.0,68.05
2017,625000,43000,1,2,0,1248.0,74.02
2013,600000,60000,1,2,0,1248.0,88.8
2011,150000,150000,2,2,0,1396.0,85.0
2017,300000,35000,2,2,0,999.0,67.0
2013,229999,46000,2,2,0,1199.0,84.8
2018,220000,10000,2,2,0,796.0,34.2
2016,576000,35000,2,2,0,1197.0,81.83
2016,265000,50000,2,2,0,799.0,53.3
2011,300000,80000,1,2,0,1582.0,126.32
2017,420000,110000,1,2,0,1047.0,69.0
2015,750000,14000,1,2,0,1248.0,88.76
2012,165000,60000,3,2,1,796.0,47.3
2017,290000,28000,2,2,0,799.0,53.3
2011,160000,57000,2,2,0,814.0,55.2
2017,695000,50000,1,2,0,1248.0,74.0
2012,231000,70000,4,2,0,998.0,58.2
2013,400000,70000,2,2,0,1197.0,82.85
2016,500000,40000,2,2,0,1197.0,81.83
2010,150000,120000,1,2,1,1248.0,88.8
2016,400000,140000,1,2,1,2179.0,118.3
2010,120000,100000,1,2,1,1405.0,70.0
2014,480000,120000,1,2,1,2179.0,118.3
2013,200000,120000,1,2,1,1405.0,69.01
2012,300000,64000,1,2,1,1399.0,67.0
2015,350000,25000,2,2,0,998.0,67.04
2019,580000,12000,2,2,0,999.0,72.0
2012,200000,70000,1,2,1,936.0,57.6
2016,750000,120000,1,2,0,2179.0,120.0
2016,261000,90000,2,2,0,799.0,53.3
2015,371000,40000,2,2,0,1199.0,82.4
2012,204999,120000,1,2,1,1396.0,69.0
2009,150000,100000,1,2,2,1399.0,68.0
2016,625000,90000,1,2,1,2523.0,62.1
2015,900000,168000,1,2,0,1968.0,141.0
2010,180000,110000,1,2,1,1399.0,68.0
2010,421000,120000,1,2,1,2523.0,63.0
2012,204999,120000,1,2,1,1396.0,69.0
2017,900000,40000,1,2,0,1498.0,98.6
2006,165000,110000,2,2,1,1497.0,78.0
2010,270000,100000,1,2,2,1396.0,90.0
2017,750000,40000,1,2,0,1248.0,88.5
2019,750000,30000,2,2,0,1197.0,81.86
2011,190000,90000,1,2,1,1399.0,68.0
2011,315000,80000,2,2,0,1197.0,80.0
2013,409999,90000,1,2,0,1364.0,67.04
2018,580000,32000,2,2,0,1197.0,81.86
2013,340000,70000,2,2,0,1197.0,82.85
2015,270000,43000,2,2,0,814.0,55.2
2017,280000,80000,1,2,0,1248.0,74.0
2012,130000,60000,1,2,0,1248.0,74.0
2014,260000,18945,2,2,0,814.0,55.2
2018,710000,70000,1,2,0,1186.0,73.97
2013,204999,100000,2,2,2,1196.0,73.0
2017,300000,60000,2,2,0,1198.0,67.0
2009,180000,144000,1,2,1,1248.0,73.9
2016,700000,120000,1,2,0,1493.0,100.0
2012,320000,107825,1,2,1,1396.0,90.0
2020,370000,15000,2,2,0,796.0,47.3
2018,340000,10000,2,2,0,799.0,53.3
2019,1040000,1620,2,2,0,1462.0,103.2
2018,750000,30000,1,2,0,1396.0,88.76
2018,600000,70000,1,2,0,2179.0,120.0
2016,550000,70000,1,2,0,2523.0,63.0
2013,600000,95000,1,2,1,2494.0,100.57
2017,550000,50000,1,2,0,1047.0,69.0
2015,750000,160000,1,2,0,1498.0,98.6
2019,450000,10000,2,2,0,1086.0,68.0
2012,400000,100000,1,2,2,1248.0,88.76
2016,520000,50000,1,2,1,1248.0,74.0
2013,199000,60000,2,2,1,998.0,67.1
2012,150000,110000,1,2,0,936.0,57.6
2016,540000,80000,1,2,2,1396.0,88.73
2011,250000,85000,1,2,1,1248.0,88.8
2010,200000,90000,2,2,1,1061.0,67.0
2011,130000,90000,1,2,1,1396.0,69.0
2007,90000,90000,2,2,0,796.0,37.0
2012,450000,120000,1,2,1,1582.0,126.32
2009,280000,120000,1,2,0,1493.0,110.0
2007,280000,160000,1,2,1,2956.0,138.1
2006,120000,141000,2,2,1,993.0,60.0
2008,290000,100000,1,2,1,1248.0,75.0
2019,1000000,15000,1,2,0,1396.0,88.7
2012,415000,108000,1,2,0,1248.0,73.9
2012,415000,108000,1,2,0,1248.0,74.0
2015,240000,55000,1,2,0,936.0,56.3
2010,250000,37944,1,2,0,1248.0,75.0
2011,175000,90400,1,2,0,1399.0,68.0
2008,220000,85000,1,2,1,1493.0,110.0
2019,675000,5000,2,2,0,1197.0,81.8
2016,535000,50000,1,2,0,1461.0,83.8
2019,675000,5000,2,2,0,999.0,72.0
2016,800000,90000,1,2,0,1248.0,88.5
2012,425000,96000,1,2,1,1248.0,88.8
2011,150000,80000,2,2,2,1196.0,73.0
2007,90000,60000,2,2,1,1061.0,64.0
2015,850000,90000,1,2,0,2179.0,140.0
2008,330000,193623,1,2,1,2494.0,102.0
2017,850000,63186,1,2,0,1396.0,88.73
2019,675000,5000,2,1,0,1197.0,83.1
2010,150000,91500,2,2,0,796.0,46.3
2015,550000,23000,1,2,0,1248.0,74.0
2012,350000,40000,1,2,0,1598.0,103.6
2012,300000,70000,1,2,0,1248.0,73.94
2014,611000,90000,1,2,1,2523.0,75.0
2016,400000,68000,2,2,0,1198.0,86.8
2013,700000,120000,1,2,0,1582.0,126.24
2013,300000,65000,1,2,0,1248.0,76.9
2011,200000,94000,2,2,2,998.0,67.1
2015,650000,100000,1,2,0,1396.0,88.73
2015,650000,80000,1,2,0,1396.0,88.73
2013,350000,80000,1,2,2,1199.0,73.9
2011,75000,140500,1,2,2,1396.0,52.8
2010,240000,143000,2,2,0,1298.0,85.8
2013,240000,60000,2,2,0,998.0,67.1
2011,180000,120000,1,2,1,1248.0,75.0
2014,425000,63000,1,2,1,2523.0,63.0
2009,95000,120000,2,2,2,995.0,62.0
2018,811000,100000,1,2,0,1248.0,74.02
2018,1100000,60000,2,2,0,1591.0,121.3
2013,600000,90000,1,2,0,2499.0,72.4
2014,550000,50000,1,2,1,1248.0,88.76
2015,715000,70000,1,2,0,2179.0,120.0
2010,300000,40000,1,2,0,1458.625015808777,91.51791898382203
2006,100000,120000,1,2,2,1405.0,70.0
2013,350000,40000,2,2,0,998.0,67.04
2008,100000,40000,1,2,0,1405.0,62.0
2012,325000,120000,1,2,0,2179.0,138.03
2016,330000,20000,2,2,0,799.0,53.3
2014,480000,37000,1,2,0,2523.0,62.1
2018,950000,57000,1,2,1,1248.0,88.5
2011,300000,110000,1,2,1,1493.0,110.0
2006,170000,110000,2,2,2,1599.0,103.2
2013,850000,120000,1,2,1,2494.0,100.57
2019,900000,8079,1,2,0,1047.0,69.0
2012,350000,79990,1,2,1,1399.0,67.0
2012,425000,81632,1,2,0,1399.0,68.0
2016,600000,155201,1,2,0,1498.0,99.23
2014,750000,101504,1,2,0,1498.0,89.84
2012,450000,90165,1,2,0,1399.0,67.0
2010,325000,86017,1,2,1,1498.0,99.23
2013,350000,160254,1,2,1,1458.625015808777,91.51791898382203
2013,600000,125531,1,2,1,1498.0,98.59
2019,1100000,10000,2,2,0,1591.0,121.3
2017,520000,20000,2,2,0,1199.0,84.0
2015,885000,170000,1,2,0,2179.0,120.0
2018,950000,40000,1,1,0,1497.0,108.5
2008,229999,120000,2,2,1,1497.0,118.0
2013,409999,100000,1,2,2,1248.0,73.94
2011,300000,110000,1,2,2,1399.0,68.0
2008,175000,120000,1,2,2,1405.0,68.0
2017,425000,40000,2,2,1,998.0,67.04
2011,272000,170000,1,2,2,1991.0,123.7
2013,310000,70000,2,2,0,1086.0,68.05
2017,1125000,105000,1,2,0,1396.0,88.7
2014,450000,46000,2,2,1,1197.0,81.86
2011,388000,80000,1,2,1,1199.0,73.9
2011,400000,60000,2,2,0,1599.0,103.2
2015,760000,70000,1,2,2,1498.0,98.6
2009,120000,90000,2,2,0,796.0,46.3
2019,757000,25000,1,2,0,1248.0,74.02
2015,270000,53000,2,2,1,796.0,47.3
2011,250000,90000,1,2,1,2179.0,118.35
2014,700000,24000,1,2,0,2498.0,105.0
2016,450000,100000,1,2,1,1498.0,98.6
2018,650000,6000,2,2,0,1198.0,82.0
2019,600000,10000,2,1,0,1197.0,81.8
2019,290000,21000,2,2,0,799.0,53.3
2013,215000,25000,2,2,0,998.0,67.1
2016,250000,22000,2,2,0,799.0,53.3
2017,750000,50000,1,2,0,1248.0,88.5
2016,250000,20000,2,2,1,998.0,67.05
2017,950000,15000,2,1,0,1497.0,117.3
2018,793000,30000,1,2,0,1498.0,99.0
2015,750000,74000,1,2,0,1582.0,126.2
2017,725000,6550,2,1,0,1199.0,88.7
2016,480000,30000,1,2,0,1120.0,70.0
2018,795000,41779,2,2,0,1197.0,81.8
2016,625000,54000,2,2,0,1199.0,88.7
2017,625000,37000,1,1,0,1248.0,74.0
2011,440000,90000,1,1,1,1991.0,147.9
2017,844999,70000,1,2,0,1248.0,88.5
2016,650000,99000,1,1,0,1498.0,103.52
2018,750000,15000,2,2,0,1197.0,81.8
2015,610000,30000,2,2,0,1199.0,88.7
2018,890000,29000,2,1,0,1197.0,81.86
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2015,503000,110000,1,2,0,2179.0,147.94
2013,225000,58343,2,2,0,998.0,67.05
2018,740000,38817,1,2,0,1248.0,74.0
2016,550000,56494,2,2,0,1199.0,88.7
2013,750000,79328,1,2,1,2494.0,100.6
2019,650000,5621,2,1,0,1197.0,81.8
2017,625000,25538,2,2,0,1496.0,88.73
2018,600000,69779,2,1,0,1197.0,81.8
2017,450000,56290,1,2,0,1186.0,73.97
2019,779000,7032,2,1,0,1199.0,88.76
2016,645000,11000,2,1,0,1598.0,103.5
2017,385000,155000,1,2,0,1396.0,69.01
2018,550000,50000,1,2,0,1186.0,73.97
2010,270000,185000,1,2,0,2499.0,80.0
2013,200000,175000,1,2,1,1396.0,69.0
2016,310000,11500,2,2,0,799.0,53.3
2019,700000,3000,1,2,0,1186.0,73.97
2015,480000,80000,1,2,1,1248.0,74.0
2015,350000,90000,1,2,0,1248.0,73.94
2017,600000,100000,1,2,0,1248.0,88.5
2011,350000,120000,1,2,2,2179.0,115.0
2018,770000,50000,1,2,0,1248.0,88.5
2012,350000,25000,1,2,0,1461.0,65.0
2016,750000,71000,1,2,0,1493.0,100.0
2016,340000,40000,2,2,0,998.0,67.04
2018,650000,31800,2,2,0,1197.0,81.86
2014,300000,65000,2,2,0,1197.0,78.9
2014,204999,15000,2,2,1,796.0,47.3
2012,254999,70000,1,2,1,1461.0,65.0
2017,650000,5000,2,2,0,1196.0,86.8
2017,280000,50000,2,2,1,814.0,55.2
2011,100000,80000,1,2,0,1396.0,53.5
2014,575000,70000,1,2,1,2499.0,72.4
2017,780000,40000,1,2,0,1248.0,88.5
2013,467000,157000,1,2,0,2523.0,62.1
2011,225000,80000,2,2,1,1086.0,68.05
2012,300000,80000,1,2,0,1458.625015808777,91.51791898382203
2012,260000,70000,1,2,1,1461.0,65.0
2009,90000,50000,2,2,1,995.0,63.0
2012,280000,60000,1,2,0,1399.0,68.0
2014,350000,106000,1,2,1,1461.0,65.0
2006,229999,80000,1,2,1,2179.0,120.0
2016,550000,80000,1,2,1,2523.0,63.0
2013,850000,110000,1,2,1,2494.0,100.0
2011,370000,120000,1,2,2,2523.0,63.0
2013,250000,27000,2,2,0,998.0,67.1
2007,95000,70000,2,2,1,796.0,46.3
2010,180000,70000,2,2,1,1061.0,67.0
2016,650000,50000,1,1,0,1493.0,100.0
2018,530000,60000,1,2,0,1186.0,73.97
2017,610000,15000,2,2,0,1197.0,81.8
2011,200000,40000,2,2,0,1458.625015808777,91.51791898382203
2010,265000,135000,1,2,0,2498.0,112.0
2018,560000,26300,2,2,0,1199.0,84.0
2014,430000,120000,1,2,0,2523.0,62.1
2017,711000,35000,1,2,0,1248.0,74.02
2015,511000,30000,2,2,0,1197.0,83.14
2012,450000,165000,1,2,0,2523.0,62.1
2015,325000,50000,2,2,0,1193.0,88.7
2013,434999,120000,1,2,0,1461.0,84.8
2010,210000,100000,1,2,1,1399.0,68.0
2009,140000,90000,2,2,2,1458.625015808777,91.51791898382203
2007,160000,120000,2,2,1,1586.0,104.68
2017,650000,70000,2,2,1,1373.0,91.1
2008,250000,90000,1,2,1,1458.625015808777,91.51791898382203
2014,320000,72000,2,2,0,1197.0,81.83
2017,290000,50000,2,2,0,999.0,67.0
2013,80000,30000,2,2,0,624.0,37.48
2017,1100000,20000,1,2,0,2179.0,147.94
2015,600000,110000,1,2,0,1248.0,88.5
2017,340000,25000,2,2,0,799.0,53.3
2014,750000,120000,1,2,0,2494.0,100.6
2006,100000,40000,2,2,0,796.0,46.3
2019,395000,10000,2,2,0,799.0,53.3
2010,200000,65000,2,2,0,1061.0,67.0
2019,450000,10000,3,2,0,1196.0,61.7
2012,180000,110000,2,2,1,1390.0,75.0
2008,190000,120000,1,2,1,2523.0,63.0
2015,310000,72000,2,2,0,1196.0,73.0
2014,351000,89100,1,2,1,1248.0,73.94
2006,190000,94000,2,2,1,1599.0,104.0
2015,225000,120000,2,2,1,814.0,55.2
2012,130000,110000,2,2,0,995.0,62.1
2018,1000000,50000,1,2,0,1248.0,88.5
2014,330000,23000,2,2,0,1199.0,82.4
2013,166000,50000,2,2,0,796.0,34.2
2011,140000,50000,2,2,2,998.0,67.1
2017,370000,140000,3,2,0,1196.0,61.7
2019,720000,16000,2,1,0,1197.0,81.86
2015,500000,126000,1,2,0,1396.0,88.73
2019,570000,15000,2,2,0,1197.0,81.86
2009,120000,120000,2,2,0,796.0,46.3
2010,196000,110000,2,1,2,1197.0,78.9
2016,392000,38000,2,2,0,1196.0,73.0
2010,150000,104000,2,2,0,1368.0,90.0
2017,595000,120000,2,2,0,1497.0,117.3
2018,833000,35000,1,1,0,1248.0,88.5
2009,180000,85000,1,2,2,1248.0,73.9
2012,225000,80000,2,2,0,998.0,67.1
2009,340000,40000,1,2,0,1396.0,90.0
2017,400000,65000,2,2,1,998.0,67.04
2006,90000,100000,2,2,2,1341.0,83.0
2015,650000,84000,1,2,0,1248.0,88.5
2010,125000,60000,2,2,0,1150.0,74.9
2006,81000,100000,2,2,2,1341.0,83.0
2007,170000,78000,2,2,1,1298.0,88.2
2010,55000,50000,2,2,2,624.0,35.0
2017,880000,65000,1,2,0,1461.0,108.5
2015,200000,50000,2,2,0,799.0,53.3
2019,480000,25000,2,2,0,1197.0,81.8
2013,480000,100000,1,2,0,2523.0,62.1
2018,700000,6000,2,2,0,1197.0,81.83
2016,850000,72113,1,2,0,1498.0,98.6
2012,300000,40000,1,2,0,1396.0,70.0
2017,650000,8000,2,2,0,1197.0,81.83
2010,220000,20000,2,2,0,1197.0,85.8
2014,300000,45000,1,2,0,1405.0,69.01
2014,450000,80000,1,2,0,1248.0,74.0
2014,400000,90000,1,2,0,1248.0,74.0
2018,1030000,25000,1,2,0,1248.0,88.5
2010,190000,100000,1,2,1,1248.0,90.0
2006,140000,60000,2,2,1,1388.0,68.0
2018,800000,30000,1,2,0,1396.0,88.76
2007,229999,120000,1,2,2,2609.0,120.0
2011,300000,80000,1,2,1,2179.0,138.03
2011,375000,69000,1,2,1,1598.0,103.6
2010,140000,75000,2,2,0,1199.0,79.4
2014,420000,90000,1,2,1,1120.0,71.01
2012,300000,100000,1,2,2,1461.0,63.12
2012,150000,110000,1,2,0,1248.0,74.0
2015,600000,90000,1,2,0,1498.0,98.59
2011,204999,100000,1,2,1,1399.0,68.0
2017,625000,50000,1,2,0,1186.0,73.97
2009,250000,80000,2,2,1,1598.0,102.5
2009,400000,100000,2,1,1,2354.0,177.6
2019,610000,10000,2,1,0,1197.0,81.8
2014,509999,110000,1,2,0,1248.0,74.0
2014,521000,86000,1,2,1,2179.0,138.1
2014,511000,100000,1,2,0,1248.0,74.0
2014,451000,91000,1,2,0,1396.0,88.73
2009,170000,100000,2,2,0,1197.0,78.9
2013,450000,120000,1,2,1,1248.0,74.0
2011,375000,90000,2,2,1,1497.0,118.0
2016,305000,60000,2,2,1,796.0,47.3
2016,315000,51500,2,2,0,799.0,53.3
2016,250000,60000,1,2,1,1248.0,74.0
2012,200000,104500,1,2,1,1399.0,68.0
2018,950000,30000,1,2,0,1498.0,98.96
2012,400000,120000,1,2,2,1461.0,108.45
2014,509999,100000,1,2,1,1248.0,74.0
2008,375000,90000,2,2,2,1799.0,130.0
2006,75000,60000,2,1,0,998.0,67.1
2015,465000,50000,2,2,1,1396.0,105.5
2019,700000,10000,1,2,0,1186.0,73.97
2017,610000,40000,2,2,0,1197.0,81.83
2014,235000,50000,2,2,0,796.0,47.3
2017,330000,90000,2,2,0,1196.0,73.0
2014,472000,90000,1,2,0,1461.0,83.8
2019,585000,10000,2,2,0,1197.0,81.8
2018,500000,10000,1,2,0,909.0,45.0
2019,360000,27000,2,2,0,998.0,67.05
2016,649000,70000,1,2,0,1248.0,74.0
2017,200000,50000,2,2,0,796.0,34.2
2008,240000,60000,2,2,0,1458.625015808777,91.51791898382203
2014,400000,110000,1,2,0,1120.0,70.0
2015,250000,100000,1,2,1,793.0,47.0
2018,1200000,50000,1,2,0,1497.0,121.0
2009,250000,105000,1,2,1,1248.0,75.0
2013,819999,110000,1,2,0,2494.0,100.6
2014,800000,60000,1,2,1,2179.0,140.0
2013,429000,49102,2,2,1,999.0,123.37
2010,150000,60000,2,2,2,1086.0,62.1
2010,315000,120000,1,2,1,1458.625015808777,91.51791898382203
2012,170000,90000,1,2,0,936.0,57.6
2014,335000,33033,2,2,0,1198.0,86.8
2015,465000,63063,2,1,0,1197.0,82.0
2013,360000,81000,1,2,1,1461.0,108.45
2018,570000,80000,1,2,0,1186.0,73.97
2012,350000,105000,1,2,1,1461.0,108.45
2017,600000,60000,1,2,0,1458.625015808777,91.51791898382203
2012,375000,100000,1,2,1,1461.0,108.45
2019,450000,60000,3,2,0,1196.0,61.7
2013,325000,70000,1,2,2,1396.0,88.76
2011,260000,120000,1,2,2,1598.0,103.6
2009,130000,80000,2,2,2,796.0,46.3
2008,150000,120000,1,2,2,2179.0,138.1
2014,220000,40000,2,2,0,1086.0,62.1
2014,275000,53000,2,2,0,1197.0,78.9
2017,455000,60000,1,2,0,1248.0,74.0
2017,570000,30000,2,2,0,1197.0,81.83
2013,330000,100000,1,2,2,1598.0,103.6
2012,450000,98000,1,2,2,1248.0,88.8
2014,250000,60000,2,2,0,814.0,55.2
2010,165000,80000,2,2,2,1197.0,78.9
2013,800000,117000,1,1,0,2696.0,184.0
2018,680000,8576,2,2,0,1199.0,88.7
2017,525000,19723,2,1,0,1199.0,84.0
2016,825000,21446,2,2,0,1497.0,116.3
2017,750000,52289,1,2,0,1248.0,88.5
2017,950000,52236,1,2,0,2179.0,120.0
2017,950000,54470,1,2,0,2179.0,120.0
2017,675000,25471,1,2,0,1396.0,90.0
2019,490000,33928,2,2,0,1199.0,84.48
2018,775000,59736,1,2,0,1493.0,100.0
2009,350000,54290,2,2,0,1497.0,118.0
2016,475000,2118,2,2,0,1198.0,86.8
2017,950000,61379,1,2,0,2179.0,120.0
2010,350000,58544,2,2,1,1497.0,117.3
2016,400000,74381,2,2,0,998.0,67.05
2017,850000,63982,1,2,0,1498.0,89.84
2008,175000,65000,2,2,1,998.0,67.1
2014,570000,74000,1,2,0,2523.0,62.1
2013,525000,56429,1,2,1,1461.0,108.45
2012,270000,56000,2,2,0,1197.0,78.9
2019,434999,19500,2,2,0,1086.0,68.07
2015,495000,30000,2,2,0,1197.0,81.83
2016,575000,53000,1,2,0,1396.0,88.73
2017,600000,5000,2,2,0,1197.0,81.86
2015,700000,25000,2,2,0,1591.0,121.4
2014,560000,72000,1,2,0,1498.0,98.6
2016,565000,72000,1,2,0,1458.625015808777,91.51791898382203
2013,409999,29000,2,2,1,1598.0,103.5
2016,495000,56832,1,2,0,1461.0,83.14
2014,470000,30528,2,2,0,1197.0,81.86
2013,350000,65285,1,2,0,1498.0,98.63
2015,480000,43000,2,2,0,1199.0,88.7
2013,270000,52380,1,2,0,1364.0,67.04
2018,660000,74250,1,2,0,1498.0,74.96
2017,490000,57247,2,1,0,1197.0,81.8
2017,800000,52000,1,2,0,1248.0,88.5
2011,350000,47000,2,2,1,1498.0,97.7
2011,170000,80000,1,2,2,1399.0,68.0
2011,125000,85000,1,2,1,1248.0,75.0
2012,400000,100000,1,2,0,1248.0,73.9
2011,250000,110000,2,2,0,1498.0,97.7
2010,190000,178000,1,2,1,1248.0,91.7
